phi,theta,gain_total,gain_total_db,gain_phi,gain_phi_db,gain_theta,gain_theta_db
3.000000000009747,-30.00000000009747,-17.7324852283112,-17.7324852283112,0.0032385349000000284,-24.8965141841995,0.013617346899999858,-18.6590749880563
3.000000000009747,-27.000000000087724,-18.4032682056758,-18.4032682056758,0.01289632039999987,-18.8953418566434,0.0015472039999999958,-28.1045242047431
3.000000000009747,-24.000000000077975,-24.1725290699744,-24.1725290699744,0.003283050540999987,-24.8372243146242,0.0005429681999999961,-32.6522560497642
3.000000000009747,-21.000000000068226,-19.16420837138,-19.16420837138,0.005403116200000009,-22.6735569237638,0.006719020099999978,-21.7269405971306
3.000000000009747,-18.00000000005848,-16.1706759923519,-16.1706759923519,0.017476537600000085,-17.5754460431939,0.006674311299999995,-21.7559354105562
3.000000000009747,-15.000000000048734,-15.4309998649016,-15.4309998649016,0.02550123809999973,-15.934387338035,0.0031339482355599766,-25.0390818119108
3.000000000009747,-12.000000000038987,-14.114084001305,-14.114084001305,0.02372237000000024,-16.2484192464567,0.015056183024999961,-18.2228511454219
3.000000000009747,-9.00000000002924,-12.2134321827873,-12.2134321827873,0.03245898240000004,-14.8866509957424,0.027610899999999963,-15.589194369441
3.000000000009747,-6.000000000019494,-11.4184904990155,-11.4184904990155,0.03687228609999998,-14.3329993508615,0.03526353009999985,-14.5267421426553
3.000000000009747,-3.000000000009747,-15.6161955694476,-15.6161955694476,0.014470381600000038,-18.3952001590314,0.012969386899999932,-18.8708055377254
3.000000000009747,-2.5444437451704546e-14,-22.5263593131462,-22.5263593131462,0.0051446080000000305,-22.8864771126553,0.00044477756100000333,-33.5185713100265
3.000000000009747,3.000000000009747,-15.8194549285907,-15.8194549285907,0.01623304089999989,-17.896001171186,0.009952075400000029,-20.0208634229153
3.000000000009747,6.000000000019494,-12.2702479272887,-12.2702479272887,0.03890572560000011,-14.0998648058932,0.020383422100000003,-16.907229020576
3.000000000009747,9.00000000002924,-11.7579647143496,-11.7579647143496,0.027258643599999858,-15.6449575861475,0.03945329000000025,-14.0391677523608
3.000000000009747,12.000000000038987,-11.5939347440186,-11.5939347440186,0.011795614100000053,-19.2827944407056,0.05748417000000057,-12.4045173493062
3.000000000009747,15.000000000048734,-14.0935449777169,-14.0935449777169,0.012509970099999986,-19.0274372830982,0.026452412099999927,-15.7753472007656
3.000000000009747,18.00000000005848,-17.8899647226243,-17.8899647226243,0.015173280000000006,-18.1892052785372,0.0010823395999999953,-29.6563645155328
3.000000000009747,21.000000000068226,-17.9887601259931,-17.9887601259931,0.009358772800000015,-20.2878109582708,0.006531230500000019,-21.8500498886034
3.000000000009747,24.000000000077975,-14.7917030111609,-14.7917030111609,0.006240598036000009,-22.0477378991858,0.02693583560000022,-15.6966954728193
3.000000000009747,27.000000000087724,-13.0875135259495,-13.0875135259495,0.017344691599999896,-17.6083341779419,0.03177421010000015,-14.9792523710677
3.000000000009747,30.00000000009747,-16.1632395721724,-16.1632395721724,0.005919016500000056,-22.2775044937618,0.01827322130000017,-17.3818488617256
3.000000000009747,33.00000000239904,-25.4353132013863,-25.4353132013863,0.0006742432489999951,-31.7118339331664,0.0021864327999999936,-26.602638661525
3.000000000009747,35.99999999897105,-18.5601791595779,-18.5601791595779,0.0014868904220900138,-28.2772103607466,0.012444102899999936,-19.0503640637743
3.000000000009747,39.000000001272625,-14.1221350124313,-14.1221350124313,0.0006171850000000021,-32.0958463752851,0.03808954639999956,-14.1919419922538
3.000000000009747,41.999999997844625,-12.9848115063252,-12.9848115063252,0.005669063825000012,-22.4648865348896,0.04462524560000028,-13.5041938068521
3.000000000009747,45.0000000001462,-18.483228074582,-18.483228074582,0.005437784899999993,-22.6457797559932,0.008742246500000059,-20.5837695212679
3.000000000009747,48.00000000244778,-23.7889312319753,-23.7889312319753,0.0018740910440000202,-27.2720931475754,0.002305240999999974,-26.3728366485183
3.000000000009747,50.99999999901978,-15.5821552150456,-15.5821552150456,8.401632999999913e-05,-40.756362932284,0.027571672399999934,-15.5953689033009
3.000000000009747,54.00000000132136,-13.2570577016669,-13.2570577016669,0.0069916617000000385,-21.5541959372858,0.04024663502499999,-13.9527042464183
3.000000000009747,56.999999997893354,-14.7015421172681,-14.7015421172681,0.013648793599999954,-18.6490573367943,0.020223592280999975,-16.9414169893058
